id,name,description,price,category,image
255,X1000grs,Arveja Amarila Ecómica,17500,Desgranados,
256,X500 grs,"El maíz es fuente natural de fibra insoluble la cual previene el tránsito intestinal lento, estimulando los movimientos peristálticos del tracto digestivo, además contiene fibra soluble la cual tiene propiedades en cuanto a la disminución de azúcar y grasa en la sangre",7800,Fresh Produce,
257,X 1000 grs,"El maíz es fuente natural de fibra insoluble la cual previene el tránsito intestinal lento, estimulando los movimientos peristálticos del tracto digestivo, además contiene fibra soluble la cual tiene propiedades en cuanto a la disminución de azúcar y grasa en la sangre",13800,Fresh Produce,
258,X500 grs,,8800,Fresh Produce,
259,X1000 grs (Ahorro),,15800,Fresh Produce,
260,bandeja X500 grs,,7900,Fresh Produce,
261,Dos bandejas 1000gr (Ahorro),,13900,Fresh Produce,
262,Platano Paquete x 4 Unidades,Mejorar el funcionamiento del intestino. ... Prevenir la diabetes. ... Disminuir el colesterol LDL. ... Combatir la depresión. ... Prevenir enfermedades cardiovasculares. ... Ayudar en el proceso de pérdida de peso.,6800,Gourmet,
263,4uni 1500 grs,Mejorar el funcionamiento del intestino. ... Prevenir la diabetes. ... Disminuir el colesterol LDL. ... Combatir la depresión. ... Prevenir enfermedades cardiovasculares. ... Ayudar en el proceso de pérdida de peso.,8900,Gourmet,
264,8uni 3000grs,Mejorar el funcionamiento del intestino. ... Prevenir la diabetes. ... Disminuir el colesterol LDL. ... Combatir la depresión. ... Prevenir enfermedades cardiovasculares. ... Ayudar en el proceso de pérdida de peso.,16700,Gourmet,
265,X 250grs,"Las mini-mazorcas son ricas en nutrientes y una porción de 12 taza cumple con el 4% del valor diario recomendado de vitamina A y hierro y con el 2% del valor diario de vitamina C. Como nutrientes esenciales para el sistema inmune, las vitaminas A y C ayudan a tu cuerpo a combatir infecciones",8500,Vegetables,
266,X500grs,"Las mini-mazorcas son ricas en nutrientes y una porción de 12 taza cumple con el 4% del valor diario recomendado de vitamina A y hierro y con el 2% del valor diario de vitamina C. Como nutrientes esenciales para el sistema inmune, las vitaminas A y C ayudan a tu cuerpo a combatir infecciones",16000,Vegetables,
267,X 250grs,"Las coles de Bruselas están repletas de vitaminas, minerales y fibra. Usted puede confiar en que estas coles le brinden soporte a su sistema inmunitario, la salud de la sangre y los huesos, y más. Comer solo unas pocas coles de Bruselas le proporcionará mucha vitamina C y vitamina K.",5500,Vegetables,
268,X 250grs,"Las coles de Bruselas están repletas de vitaminas, minerales y fibra. Usted puede confiar en que estas coles le brinden soporte a su sistema inmunitario, la salud de la sangre y los huesos, y más. Comer solo unas pocas coles de Bruselas le proporcionará mucha vitamina C y vitamina K.",7500,Vegetables,
269,X500grs(Ahorro),"Las coles de Bruselas están repletas de vitaminas, minerales y fibra. Usted puede confiar en que estas coles le brinden soporte a su sistema inmunitario, la salud de la sangre y los huesos, y más. Comer solo unas pocas coles de Bruselas le proporcionará mucha vitamina C y vitamina K.",13800,Vegetables,
270,bandeja pequeña,Fuente de Vitaminas. ... Quema de calorías. ... Mayor oxigenación. ... Sensación de Plenitud. ... Protector gástrico. ... Mejora al corazón. ... Efecto antioxidante. ... Combate el Acné,2800,Vegetables,
271,bandeja 140g,Fuente de Vitaminas. ... Quema de calorías. ... Mayor oxigenación. ... Sensación de Plenitud. ... Protector gástrico. ... Mejora al corazón. ... Efecto antioxidante. ... Combate el Acné,3800,Vegetables,
272,bandeja 300g,Fuente de Vitaminas. ... Quema de calorías. ... Mayor oxigenación. ... Sensación de Plenitud. ... Protector gástrico. ... Mejora al corazón. ... Efecto antioxidante. ... Combate el Acné,6000,Vegetables,
273,x125 grs,"Contiene vitaminas B y E, además de ser una buena fuente de hierro y potasio. Es rico en capsaicina que ayuda a quemar grasa durante el proceso digestivo. Acelera el metabolismo hasta en un 25%, reduce el apetito y limpia el estómago. El chile tiene efectos antiinflamatorios y es un anticoagulante natural.",2800,Vegetables,
274,x125 grs,"Contiene vitaminas B y E, además de ser una buena fuente de hierro y potasio. Es rico en capsaicina que ayuda a quemar grasa durante el proceso digestivo. Acelera el metabolismo hasta en un 25%, reduce el apetito y limpia el estómago. El chile tiene efectos antiinflamatorios y es un anticoagulante natural.",3800,Vegetables,
275,x250 grs(Ahorro),Enteros frescos blancos de la mejor calidad,6000,Hongos y Maíz,
276,X250 grs,Enteros frescos blancos de la mejor calidad,10000,Hongos y Maíz,
277,X500grs,Enteros frescos blancos de la mejor calidad,18500,Hongos y Maíz,
278,X1000grs,Enteros frescos blancos de la mejor calidad,27900,Hongos y Maíz,
279,Champiñones tajados x 70grs bandeja,"el champiñón es fuente de vitaminas del Grupo B y D además de minerales como el potasio, el fósforo y el hierro, entre otros. Esta composición lo convierte en un posible aliado en la prevención de enfermedades como el cáncer, la diabetes o el deterioro cognitivo.",3500,Hongos y Maíz,
280,X 1 unidad,"el champiñón es fuente de vitaminas del Grupo B y D además de minerales como el potasio, el fósforo y el hierro, entre otros. Esta composición lo convierte en un posible aliado en la prevención de enfermedades como el cáncer, la diabetes o el deterioro cognitivo.",4000,Hongos y Maíz,
281,X 2 unidades (Ahorro),"el champiñón es fuente de vitaminas del Grupo B y D además de minerales como el potasio, el fósforo y el hierro, entre otros. Esta composición lo convierte en un posible aliado en la prevención de enfermedades como el cáncer, la diabetes o el deterioro cognitivo.",7500,Hongos y Maíz,
282,Mazorca premium bandeja 3 unidades,Antioxidantes: El maíz es fuente de antioxidantes que combaten los radicales libres y el envejecimiento celular. Saciante: Rico en fibra e hidratos de carbono el maíz es saciante y ayuda a controlar nuestro apetito.,5000,Hongos y Maíz,
283,X1 Bandeja,Antioxidantes: El maíz es fuente de antioxidantes que combaten los radicales libres y el envejecimiento celular. Saciante: Rico en fibra e hidratos de carbono el maíz es saciante y ayuda a controlar nuestro apetito.,8800,Hongos y Maíz,
284,X2 Bandejas (Ahorro),Antioxidantes: El maíz es fuente de antioxidantes que combaten los radicales libres y el envejecimiento celular. Saciante: Rico en fibra e hidratos de carbono el maíz es saciante y ayuda a controlar nuestro apetito.,16500,Hongos y Maíz,
285,500gr,"La fibra de esta hortaliza ayuda a prevenir el estreñimiento y las enfermedades del intestino; además, regula los niveles de azúcar y el colesterol en sangre. Las vitaminas que contiene cuidan al sistema inmunitario.",4900,Hortalizas,
286,1000gr Ahorro,"La fibra de esta hortaliza ayuda a prevenir el estreñimiento y las enfermedades del intestino; además, regula los niveles de azúcar y el colesterol en sangre. Las vitaminas que contiene cuidan al sistema inmunitario.",8500,Hortalizas,
287,1000gr (Ahorro),"La fibra de esta hortaliza ayuda a prevenir el estreñimiento y las enfermedades del intestino; además, regula los niveles de azúcar y el colesterol en sangre. Las vitaminas que contiene cuidan al sistema inmunitario.",7500,Hortalizas,
288,500gr,"La fibra de esta hortaliza ayuda a prevenir el estreñimiento y las enfermedades del intestino; además, regula los niveles de azúcar y el colesterol en sangre. Las vitaminas que contiene cuidan al sistema inmunitario.",3900,Hortalizas,
289,X 250 grs,Los tomates uva son más oblongos que los tomates cherry y se parecen más a las uvas en términos de su forma (de ahí el nombre de tomate uva!). También son más pequeños que los tomates cherry (aproximadamente la mitad del tamaño) y tienen una piel más gruesa. Los tomates uva tampoco son tan dulces como los tomates cherry y su carne es más carnosa y menos acuosa.,7500,Hortalizas,
290,X500grs(Ahorro),Los tomates uva son más oblongos que los tomates cherry y se parecen más a las uvas en términos de su forma (de ahí el nombre de tomate uva!). También son más pequeños que los tomates cherry (aproximadamente la mitad del tamaño) y tienen una piel más gruesa. Los tomates uva tampoco son tan dulces como los tomates cherry y su carne es más carnosa y menos acuosa.,13800,Hortalizas,
291,X 250 grs,"Fuente de vitamina A: contiene una cantidad importante de vitamina A, básicamente en forma de carotenoides, concretamente de licopeno. Estos pigmentos son, a su vez, responsables del color de esta verdura. La vitamina A es esencial para la piel y los dientes.",6600,Hortalizas,
292,x 500 gr,Producto sin nombre identificado en este segmento del menú. Los siguientes son los detalles de sus variantes.,25000,Hortalizas Frescas,
293,X 1000gr (Ahorro),Producto sin nombre identificado en este segmento del menú. Los siguientes son los detalles de sus variantes.,48000,Hortalizas Frescas,
294,X 500grs,Mejora la vista. Protege la dentadura. Ayuda en los problemas intestinales. Tiene propiedades diuréticas. Por su elevado contenido en agua son diuréticas y ayudan a la desintegración de los cálculos renales. Proporcionan energía al cerebro. Buena para uñas y cabello,3400,Hortalizas Frescas,
295,X 1000gr Ahorro,Mejora la vista. Protege la dentadura. Ayuda en los problemas intestinales. Tiene propiedades diuréticas. Por su elevado contenido en agua son diuréticas y ayudan a la desintegración de los cálculos renales. Proporcionan energía al cerebro. Buena para uñas y cabello,5500,Hortalizas Frescas,
296,X 500grs,Es un potente anticancerígeno. Controla la tensión arterial. Ayuda a prevenir ataques de asma. Es un alimento excelente para atletas. Contribuye al buen estado de la vista.,4800,Hortalizas Frescas,
297,X 1000gr Ahorro,Es un potente anticancerígeno. Controla la tensión arterial. Ayuda a prevenir ataques de asma. Es un alimento excelente para atletas. Contribuye al buen estado de la vista.,7800,Hortalizas Frescas,
298,X 1 kilo,,7500,Hortalizas Frescas,
299,Cebolla cabezona blanca,,0,Hortalizas Frescas,
300,X 500grs,"Las cebollas son una fuente de fibra, lo que contribuye a la ingesta de fibras solubles. El tipo de fibra presente en las cebollas puede reducir la probabilidad de desarrollar enfermedades cardiovasculares",4900,Verduras,
301,X 1000gr (Ahorro),"Las cebollas son una fuente de fibra, lo que contribuye a la ingesta de fibras solubles. El tipo de fibra presente en las cebollas puede reducir la probabilidad de desarrollar enfermedades cardiovasculares",8900,Verduras,
302,X 500grs,"Las cebollas son una fuente de fibra, lo que contribuye a la ingesta de fibras solubles. El tipo de fibra presente en las cebollas puede reducir la probabilidad de desarrollar enfermedades cardiovasculares",6200,Verduras,
303,X 1000gr Ahorro,"Las cebollas son una fuente de fibra, lo que contribuye a la ingesta de fibras solubles. El tipo de fibra presente en las cebollas puede reducir la probabilidad de desarrollar enfermedades cardiovasculares",10900,Verduras,
304,X250,Tallos de de apio bandeja,4500,Verduras,
305,X500,Tallos de de apio bandeja,8800,Verduras,
306,X1 Unidad Aprox 500grs,"El apio, rico en fibra, es también un excelente regulador del tránsito intestinal. Previene el estreñimiento, favorece una buena digestión,",4400,Verduras,
307,X2 Aprox 1000 grs (Ahorro),"El apio, rico en fibra, es también un excelente regulador del tránsito intestinal. Previene el estreñimiento, favorece una buena digestión,",7900,Verduras,
308,X Bandeja X 400grs,,5500,Verduras,
309,X 800gr (Ahorro),,9900,Verduras,
310,X500grs,Bueno para la anemia. Protege al corazón. Mejora la hipertensión,5500,Verduras,
311,X 1000gr (Ahorro),Bueno para la anemia. Protege al corazón. Mejora la hipertensión,9900,Verduras,
312,Unidad 110grs,"El Ajo tiene entre sus propiedades medicinales naturales la peculiaridad de combatir infecciones respiratorias, dilata los bronquios, fluidifica las mucosas, estimula el sistema inmunológico.",4200,Verduras,
313,2 unidades (Ahorro),"El Ajo tiene entre sus propiedades medicinales naturales la peculiaridad de combatir infecciones respiratorias, dilata los bronquios, fluidifica las mucosas, estimula el sistema inmunológico.",7500,Verduras,
314,X 500grs,"Contiene (ligninas) que ayudan a combatir algunos tipos de cáncer como seno, próstata y uterino. Ayuda a reducir los niveles de colesterol",3600,Verduras,
315,X1 unidad,Rugula Bandeja x 150 grs Aprox,4500,Verduras,
316,unidades (Ahorro),Rugula Bandeja x 150 grs Aprox,7900,Verduras,
317,Una unidad,Kale crespo Bandeja x130grs,3900,Verduras,
318,Dos Unidades (Ahorro),Kale crespo Bandeja x130grs,6500,Verduras,
319,Una unidad,Repollo unidad de 1200 grs Aprox,7300,Verduras,
320,Dos Unidades(Ahorro),Repollo unidad de 1200 grs Aprox,13900,Verduras,
321,500grs,Acelga,3300,Verduras,
322,1000grs (Ahorro),Espinaca fresca en presentación de 1 kilogramo.,6200,Verduras y Hierbas,
323,Paquete,Espinaca fresca en paquete.,8700,Verduras y Hierbas,
324,Paquete x 125 grs,Cilantro en paquete.,3500,Verduras y Hierbas,
325,Paquete x 250 grs (Ahorro),Cilantro en paquete.,6900,Verduras y Hierbas,
326,Pequeño 100 grs,Perejil en paquete.,3000,Verduras y Hierbas,
327,Mediano 200 grs (Ahorro),Perejil en paquete.,5800,Verduras y Hierbas,
328,125grs,Cebollín fresco.,3800,Verduras y Hierbas,
329,250grs,Alcachofa x unidad,7500,Produce,
330,X1 Unidad,Alcachofa x unidad,6000,Produce,
331,X2 unidades,Alcachofa x unidad,11900,Produce,
332,Bandeja x 250g,Raíz china en bandeja,3500,Produce,
333,(2)bandejas 500g,Raíz china en bandeja,5900,Produce,
334,Bandeja x 500 grs,,6500,Produce,
335,Bandeja x 1000 grs,,12800,Produce,
336,Bandeja x 125 grs,,6400,Other Products,
337,2 Bandejas x125gr c/u (Ahorro),,12300,Other Products,
338,x 125 grs,Tiene más proteína que cualquier cereal. Es ideal para veganos. Previene enfermedades. Buena para los diabéticos. Contiene carbohidratos complejos. Posee grasas buenas. Rica en fibra y minerales. Repleta de vitaminas.,4000,SALUDABLES,
339,x120 grs,Tiene más proteína que cualquier cereal. Es ideal para veganos. Previene enfermedades. Buena para los diabéticos. Contiene carbohidratos complejos. Posee grasas buenas. Rica en fibra y minerales. Repleta de vitaminas.,5000,SALUDABLES,
340,x240grs (Ahorro),Tiene más proteína que cualquier cereal. Es ideal para veganos. Previene enfermedades. Buena para los diabéticos. Contiene carbohidratos complejos. Posee grasas buenas. Rica en fibra y minerales. Repleta de vitaminas.,9500,SALUDABLES,
341,x 125 grs,Beneficios de la Chía Son ricas en antioxidantes. Son excelente fuente de fibra. Gran aporte de proteínas buenas. Alto contenido de ácidos grasos Omega-3. Ayudan a tu salud metabólica. Proveen de nutrientes para los huesos. Previenen la diabetes.,4600,SALUDABLES,
342,x 120 grs,Beneficios de la Chía Son ricas en antioxidantes. Son excelente fuente de fibra. Gran aporte de proteínas buenas. Alto contenido de ácidos grasos Omega-3. Ayudan a tu salud metabólica. Proveen de nutrientes para los huesos. Previenen la diabetes.,5600,SALUDABLES,
343,x 240grs (Ahorro),Beneficios de la Chía Son ricas en antioxidantes. Son excelente fuente de fibra. Gran aporte de proteínas buenas. Alto contenido de ácidos grasos Omega-3. Ayudan a tu salud metabólica. Proveen de nutrientes para los huesos. Previenen la diabetes.,9900,SALUDABLES,
344,x 125 grs,"Las semillas de linaza contienen fibra, vitaminas, minerales, proteínas, grasas vegetales saludables y antioxidantes que ayudan a prevenir el daño celular. Estas semillas son una buena fuente de fibra soluble e insoluble que ayudan a mantener sus deposiciones regulares y a prevenir el estreñimiento.",4500,SALUDABLES,
345,X 20grs,"El orégano seco es un condimento que contienen 11 gramos de proteínas, 21,63 gramos de carbohidratos, 10,25 gramos de grasa y 21,63 gramos de azúcar por cada 100 gramos, aportando 308 calorias a la dieta.",3000,Especias,
346,X 40grs (Ahorro),"El orégano seco es un condimento que contienen 11 gramos de proteínas, 21,63 gramos de carbohidratos, 10,25 gramos de grasa y 21,63 gramos de azúcar por cada 100 gramos, aportando 308 calorias a la dieta.",5500,Especias,
347,X 20grs,"Estas hierbas se utilizan como especias y condimentos por sus características organolépticas, que brindan a los alimentos y bebidas aromas, colores y sabores, que los hacen más apetitosos al olfato, vista y paladar.",3000,Especias,
348,X 40grs (Ahorro),"Estas hierbas se utilizan como especias y condimentos por sus características organolépticas, que brindan a los alimentos y bebidas aromas, colores y sabores, que los hacen más apetitosos al olfato, vista y paladar.",5500,Especias,
349,X 20grs,"es una especia sabrosa que es nutritiva para consumir, también se ha utilizado tradicionalmente en la medicina ayurvédica y china para tratar la inflamación, enfermedades de la piel, heridas, dolencias digestivas y condiciones hepáticas.",3000,Especias,
350,X 40grs (Ahorro),"es una especia sabrosa que es nutritiva para consumir, también se ha utilizado tradicionalmente en la medicina ayurvédica y china para tratar la inflamación, enfermedades de la piel, heridas, dolencias digestivas y condiciones hepáticas.",5500,Especias,
351,X 10grs,"mejora las digestiones y ayuda a prevenir los resfriados, ya que es expectorante y posee propiedades analgésicas.",3300,Especias,
352,X 20 grs(Ahorro),"mejora las digestiones y ayuda a prevenir los resfriados, ya que es expectorante y posee propiedades analgésicas.",5500,Especias,
353,X 20grs,"mejora las digestiones y ayuda a prevenir los resfriados, ya que es expectorante y posee propiedades analgésicas.",3400,Especias,
354,X 40grs (Ahorro),"mejora las digestiones y ayuda a prevenir los resfriados, ya que es expectorante y posee propiedades analgésicas.",6200,Especias,
355,X 20grs,"Se emplea para aromatizar una elaboración, pero también es muy utilizado en la elaboración de embutidos al tratarse de un potente conservante",3100,Especias,
356,X 40grs (Ahorro),es un antiácido usado para aliviar la pirosis (acidez estomacal) y la indigestión ácida,5500,Especias y Condimentos,
357,X 20grs,es un antiácido usado para aliviar la pirosis (acidez estomacal) y la indigestión ácida,3200,Especias y Condimentos,
358,X 40grs (Ahorro),es un antiácido usado para aliviar la pirosis (acidez estomacal) y la indigestión ácida,5500,Especias y Condimentos,
359,X 40grs (Ahorro),"es un colorante natural, también llamado anatto, onoto o bijol, el cual se obtiene de un árbol pequeño que da un fruto oval y carnoso y cuyas semillas dan lugar a la especia. Éstas son comestibles y se usan en algunos países como sustituto del azafrán para condimentar y dar color a los platillos.",5500,Especias y Condimentos,
360,X 20grs,"es un colorante natural, también llamado anatto, onoto o bijol, el cual se obtiene de un árbol pequeño que da un fruto oval y carnoso y cuyas semillas dan lugar a la especia. Éstas son comestibles y se usan en algunos países como sustituto del azafrán para condimentar y dar color a los platillos.",3200,Especias y Condimentos,
361,X 40grs (Ahorro),"es un colorante natural, también llamado anatto, onoto o bijol, el cual se obtiene de un árbol pequeño que da un fruto oval y carnoso y cuyas semillas dan lugar a la especia. Éstas son comestibles y se usan en algunos países como sustituto del azafrán para condimentar y dar color a los platillos.",5900,Especias y Condimentos,
362,X 40grs (Ahorro),"Por sus propiedades antiespasmódica, expectorante y antiséptica, el tomillo está especialmente indicado en el tratamiento de ciertas afecciones de las vías respiratorias altas, particularmente las que cursan con tos irritativa, laringitis, bronquitis, asma, enfisema y gripe.",5900,Especias y Condimentos,
363,X 20grs,"Por sus propiedades antiespasmódica, expectorante y antiséptica, el tomillo está especialmente indicado en el tratamiento de ciertas afecciones de las vías respiratorias altas, particularmente las que cursan con tos irritativa, laringitis, bronquitis, asma, enfisema y gripe.",3200,Especias y Condimentos,
364,X 40grs (Ahorro),"Por sus propiedades antiespasmódica, expectorante y antiséptica, el tomillo está especialmente indicado en el tratamiento de ciertas afecciones de las vías respiratorias altas, particularmente las que cursan con tos irritativa, laringitis, bronquitis, asma, enfisema y gripe.",5900,Especias y Condimentos,
365,X 40grs (Ahorro),"Puede ayudar a aliviar los cólicos, problemas estomacales y a eliminar los gases intestinales, combatiendo así la aerofagia.",5900,Especias y Condimentos,
366,X 20grs,"podrían ayudar a tratar algunos trastornos estomacales, como la constipación, la gastritis y la colitis ulcerosa",3200,Especias y Condimentos,
367,X 40grs (Ahorro),"podrían ayudar a tratar algunos trastornos estomacales, como la constipación, la gastritis y la colitis ulcerosa",5900,Especias y Condimentos,
368,X 20grs,"puede ayudarte a adelgazar, mejorar la digestión, aliviar la tos y el resfriado, acelerar el metabolismo y tratar problemas dermatológicos.",3200,Especias y Condimentos,
369,X 40grs (Ahorro),"puede ayudarte a adelgazar, mejorar la digestión, aliviar la tos y el resfriado, acelerar el metabolismo y tratar problemas dermatológicos.",5900,Especias y Condimentos,
370,Paquete x20grs,La paprika es un condimento en polvo obtenido al moler pimientos rojos secos para sazonar distintos platos.,2000,Especias y Condimentos,
371,X 20grs,es un maravilloso anti-inflamatorio y puede servir para aliviar alergias,3600,Especias y Condimentos,
372,X 40grs (Ahorro),es un maravilloso anti-inflamatorio y puede servir para aliviar alergias,6200,Especias y Condimentos,
373,X 20grs,"puede utilizarse para aromatizar platos crudos o cocidos, por ejemplo, ensaladas, salsas, adobos, pizzas, pasta, verduras u hortalizas crudas (por ejemplo, tomate), pestos de hierbas, sopas o salsas.",3200,Especias y Hierbas,
374,X 40grs (Ahorro),"puede utilizarse para aromatizar platos crudos o cocidos, por ejemplo, ensaladas, salsas, adobos, pizzas, pasta, verduras u hortalizas crudas (por ejemplo, tomate), pestos de hierbas, sopas o salsas.",5900,Especias y Hierbas,
375,X 20grs,"funciona como protector del sistema digestivo, además de antidiarreico debido a que aumenta la proporción de bacterias beneficiosas. También favorece la circulación sanguínea, ayuda a prevenir la gripe y los resfriados, y es hipocolesterolemiante, antiinflamatorio y analgésico natural.",3200,Especias y Hierbas,
376,X 40grs (Ahorro),"funciona como protector del sistema digestivo, además de antidiarreico debido a que aumenta la proporción de bacterias beneficiosas. También favorece la circulación sanguínea, ayuda a prevenir la gripe y los resfriados, y es hipocolesterolemiante, antiinflamatorio y analgésico natural.",5900,Especias y Hierbas,
377,X 20grs,"La Stevia es probablemente el endulzante natural más popular. Dentro de las propiedades principales que la destacan se encuentran: su soporte a la diabetes, al control de peso y la reducción de la presión arterial.",3800,Especias y Hierbas,
378,X 40grs (Ahorro),"La Stevia es probablemente el endulzante natural más popular. Dentro de las propiedades principales que la destacan se encuentran: su soporte a la diabetes, al control de peso y la reducción de la presión arterial.",6900,Especias y Hierbas,
379,Paquete x20grs,"Es una especia muy utilizada en la gastronomía como un digestivo, además de darle un olor y sabor único a los platos.",2000,Especias y Hierbas,
380,Paquete x20grs,,2000,Especias y Hierbas,
381,Paquete x20grs,"Esta hierba se usa principalmente para sazonar el ajiaco, también tiene propiedades cicatrizantes y antiinflamatorias.",2000,Especias y Hierbas,
382,Paquete x20grs,"El ajonjolí ayuda a combatir el colesterol malo, siendo combatiente de las enfermedades del corazón y la prevención de las mismas.",2000,Especias y Hierbas,
383,X50 grs,Los usos tradicionales de esta planta son muy variados e incluyen las flores para el tratamiento de diversos problemas incluyendo los siguientes. Sistema circulatorio. Alta presión sanguínea. Niveles altos de grasa en la sangre. Contra la diabetes. Obesidad. El té sin azúcar se usa en México contra la tos.,9900,Especias y Hierbas,
384,X125grs,Los usos tradicionales de esta planta son muy variados e incluyen las flores para el tratamiento de diversos problemas incluyendo los siguientes. Sistema circulatorio. Alta presión sanguínea. Niveles altos de grasa en la sangre. Contra la diabetes. Obesidad. El té sin azúcar se usa en México contra la tos.,25800,Especias y Hierbas,
385,Unidad,"El balsamo labial de aguacate ,es un maravilloso producto que reúne todas las propiedades del la bioemulcion de aguacate Humectar - protege de rayos UV - suavidad -cudado de la piel, restauración de la piel Las materias primas usadas en este balsamo son 100% colombianas compradas directamente a los cultivadores de antioquia y Santander Las propiedades mencionadas son certificadas por un estudio realizado por la universidad de antioquia y la empresa bioingredtech",9000,Productos geniales,
386,Ref # 1,Para un regalo o para ti son hermosos y duraderos,4500,Productos geniales,
387,Ref #2,Para un regalo o para ti son hermosos y duraderos,4500,Productos geniales,
388,Ref #3,Para un regalo o para ti son hermosos y duraderos,4500,Productos geniales,
